model,spec_z,pred_z,dz,dz_norm,abs_dz_norm
median_redshift_baseline,0.185916,0.1209818,-0.0649342,-0.054754468275999314,0.054754468275999314
median_redshift_baseline,0.1192308,0.1209818,0.0017510000000000026,0.0015644673109424818,0.0015644673109424818
median_redshift_baseline,0.1006499,0.1209818,0.0203319,0.018472631487996317,0.018472631487996317
median_redshift_baseline,0.09508381,0.1209818,0.025897989999999996,0.023649322329037076,0.023649322329037076
median_redshift_baseline,0.08218517,0.1209818,0.03879663,0.035850269506095704,0.035850269506095704
median_redshift_baseline,0.1797047,0.1209818,-0.058722899999999995,-0.04977762655349258,0.04977762655349258
median_redshift_baseline,0.08039349,0.1209818,0.04058831,0.037568080866536874,0.037568080866536874
median_redshift_baseline,0.1249209,0.1209818,-0.003939100000000001,-0.003501668428420168,0.003501668428420168
median_redshift_baseline,0.04611914,0.1209818,0.07486266,0.07156226966653148,0.07156226966653148
median_redshift_baseline,0.01782217,0.1209818,0.10315963,0.10135329435789357,0.10135329435789357
median_redshift_baseline,0.07167032,0.1209818,0.049311480000000005,0.04601366584454817,0.04601366584454817
median_redshift_baseline,0.0951384,0.1209818,0.025843400000000002,0.023598295886620362,0.023598295886620362
median_redshift_baseline,0.2916361,0.1209818,-0.1706543,-0.13212258468155233,0.13212258468155233
median_redshift_baseline,0.01749851,0.1209818,0.10348329,0.10170362804757326,0.10170362804757326
median_redshift_baseline,0.080084,0.1209818,0.0408978,0.03786538824758074,0.03786538824758074
median_redshift_baseline,0.1237824,0.1209818,-0.0028006000000000003,-0.0024921194708157025,0.0024921194708157025
median_redshift_baseline,0.2728169,0.1209818,-0.15183509999999997,-0.11929060652793028,0.11929060652793028
median_redshift_baseline,0.05512102,0.1209818,0.06586078000000001,0.06242011935275444,0.06242011935275444
median_redshift_baseline,0.07705712,0.1209818,0.043924679999999994,0.0407821267640847,0.0407821267640847
median_redshift_baseline,0.2729022,0.1209818,-0.15192039999999998,-0.11934962481799466,0.11934962481799466
median_redshift_baseline,0.06148993,0.1209818,0.05949187,0.05604562824255902,0.05604562824255902
median_redshift_baseline,0.1882059,0.1209818,-0.06722410000000001,-0.056576137182957946,0.056576137182957946
median_redshift_baseline,0.08143586,0.1209818,0.03954594,0.03656799396313712,0.03656799396313712
median_redshift_baseline,0.09717634,0.1209818,0.02380546,0.021697022741121084,0.021697022741121084
median_redshift_baseline,0.01716881,0.1209818,0.10381299,0.10206072873980475,0.10206072873980475
median_redshift_baseline,0.06353205,0.1209818,0.057449749999999994,0.05401788314701,0.05401788314701
median_redshift_baseline,0.2498187,0.1209818,-0.1288369,-0.10308447137172776,0.10308447137172776
median_redshift_baseline,0.1127233,0.1209818,0.008258500000000002,0.007421881073219192,0.007421881073219192
median_redshift_baseline,0.0464559,0.1209818,0.0745259,0.07121743018506561,0.07121743018506561
median_redshift_baseline,0.2898044,0.1209818,-0.16882260000000002,-0.1308900791468846,0.1308900791468846
median_redshift_baseline,0.03000856,0.1209818,0.09097324,0.08832279995808967,0.08832279995808967
median_redshift_baseline,0.1175262,0.1209818,0.003455600000000003,0.00309218701091751,0.00309218701091751
median_redshift_baseline,0.07164349,0.1209818,0.049338309999999996,0.046039854168292475,0.046039854168292475
median_redshift_baseline,0.1118417,0.1209818,0.009140099999999998,0.008220684653219967,0.008220684653219967
median_redshift_baseline,0.1087769,0.1209818,0.012204900000000005,0.011007534518441,0.011007534518441
median_redshift_baseline,0.149814,0.1209818,-0.028832200000000002,-0.025075533955926783,0.025075533955926783
median_redshift_baseline,0.1910841,0.1209818,-0.0701023,-0.058855877599239215,0.058855877599239215
median_redshift_baseline,0.0727001,0.1209818,0.0482817,0.04500950452041535,0.04500950452041535
median_redshift_baseline,0.1924127,0.1209818,-0.07143089999999999,-0.059904511248496425,0.059904511248496425
median_redshift_baseline,0.06407542,0.1209818,0.056906380000000006,0.05347964902713381,0.05347964902713381
median_redshift_baseline,0.1321114,0.1209818,-0.01112959999999999,-0.009830834668743722,0.009830834668743722
median_redshift_baseline,0.2390591,0.1209818,-0.1180773,-0.09529593866830081,0.09529593866830081
median_redshift_baseline,0.03386166,0.1209818,0.08712014,0.08426672868399047,0.08426672868399047
median_redshift_baseline,0.1143604,0.1209818,0.0066213999999999995,0.005941883792711944,0.005941883792711944
median_redshift_baseline,0.2724693,0.1209818,-0.15148750000000002,-0.11905002344653817,0.11905002344653817
median_redshift_baseline,0.1139849,0.1209818,0.0069969,0.0062809648497030805,0.0062809648497030805
median_redshift_baseline,0.2427613,0.1209818,-0.12177950000000001,-0.09799106232226576,0.09799106232226576
median_redshift_baseline,0.1665302,0.1209818,-0.04554839999999999,-0.039046052986883656,0.039046052986883656
median_redshift_baseline,0.1614156,0.1209818,-0.04043379999999999,-0.0348142387617318,0.0348142387617318
median_redshift_baseline,0.08541481,0.1209818,0.03556699000000001,0.03276810825899824,0.03276810825899824
median_redshift_baseline,0.166304,0.1209818,-0.04532220000000001,-0.03885967980903779,0.03885967980903779
median_redshift_baseline,0.09003878,0.1209818,0.03094302,0.028387081788044277,0.028387081788044277
median_redshift_baseline,0.04277354,0.1209818,0.07820826,0.07500023447085165,0.07500023447085165
median_redshift_baseline,0.1637529,0.1209818,-0.042771100000000006,-0.036752733333682785,0.036752733333682785
median_redshift_baseline,0.1452493,0.1209818,-0.024267499999999997,-0.02118970952438041,0.02118970952438041
